%
% Bike sharing systems are new generation of traditional bike rentals where whole process from membership, rental and return 
% back has become automatic. Through these systems, user is able to easily rent a bike from a particular position and return 
% back at another position. Currently, there are about over 500 bike-sharing programs around the world which is composed of 
% over 500 thousands bicycles. Today, there exists great interest in these systems due to their important role in traffic, 
% environmental and health issues. 
%
% Apart from interesting real world applications of bike sharing systems, the characteristics of data being generated by
% these systems make them attractive for the research. Opposed to other transport services such as bus or subway, the duration
% of travel, departure and arrival position is explicitly recorded in these systems. This feature turns bike sharing system into
% a virtual sensor network that can be used for sensing mobility in the city. Hence, it is expected that most of important
% events in the city could be detected via monitoring these data.
%
% Bike-sharing rental process is highly correlated to the environmental and seasonal settings. For instance, weather conditions,
% precipitation, day of week, season, hour of the day, etc. can affect the rental behaviors. The core data set is related to  
% the two-year historical log corresponding to years 2011 and 2012 from Capital Bikeshare system, Washington D.C., USA which is 
% publicly available in http://capitalbikeshare.com/system-data. We aggregated the data on two hourly and daily basis and then 
% extracted and added the corresponding weather and seasonal information. Weather information are extracted from http://www.freemeteo.com. 
%
% Use of this dataset in publications must be cited to the following publication:
% Fanaee-T, Hadi, and Gama, Joao, "Event labeling combining ensemble detectors and background knowledge", 
% Progress in Artificial Intelligence (2013): pp. 1-15, Springer Berlin Heidelberg, doi:10.1007/s13748-013-0040-3.
%
% Attributes:
% - season : season (1:springer, 2:summer, 3:fall, 4:winter)
% - yr : year (0: 2011, 1:2012)
% - mnth : month ( 1 to 12)
% - hr : hour (0 to 23)
% - holiday : weather day is holiday or not (extracted from http://dchr.dc.gov/page/holiday-schedule)
% - weekday : day of the week
% - workingday : if day is neither weekend nor holiday is 1, otherwise is 0.
% - weathersit : 
%     - 1: Clear, Few clouds, Partly cloudy, Partly cloudy
%     - 2: Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist
%     - 3: Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds
%     - 4: Heavy Rain + Ice Pallets + Thunderstorm + Mist, Snow + Fog
% - temp : Normalized temperature in Celsius. The values are divided to 41 (max)
% - atemp: Normalized feeling temperature in Celsius. The values are divided to 50 (max)
% - hum: Normalized humidity. The values are divided to 100 (max)
% - windspeed: Normalized wind speed. The values are divided to 67 (max)
% - casual: count of casual users
% - registered: count of registered users
% - cnt: count of total rental bikes including both casual and registered
%
% This version was cleanup up by Joaquin Vanschoren:
% - Category labels replaced by category names (season, weathersit, year)
% - Turned back normalization for temperature and windspeed for interpretability
% - Renamed features for readability
%
@RELATION Bike_Sharing_Demand

@ATTRIBUTE season {fall, spring, summer, winter}
@ATTRIBUTE year INTEGER
@ATTRIBUTE month INTEGER
@ATTRIBUTE hour INTEGER
@ATTRIBUTE holiday INTEGER
@ATTRIBUTE weekday INTEGER
@ATTRIBUTE workingday INTEGER
@ATTRIBUTE weather {clear, heavy_rain, misty, rain}
@ATTRIBUTE temp REAL
@ATTRIBUTE feel_temp REAL
@ATTRIBUTE humidity REAL
@ATTRIBUTE windspeed REAL
@ATTRIBUTE casual INTEGER
@ATTRIBUTE registered INTEGER
@ATTRIBUTE count INTEGER

@DATA
fall,2011,7,5,0,0,0,clear,26.240000000000002,30.305,0.69,15.001299999999999,4,8,12
fall,2011,7,6,0,0,0,clear,25.419999999999998,29.544999999999998,0.73,11.0014,10,11,21
fall,2011,7,7,0,0,0,clear,26.240000000000002,30.305,0.73,11.0014,20,30,50
fall,2011,7,8,0,0,0,clear,27.880000000000003,31.819999999999997,0.65,15.001299999999999,45,73,118
fall,2011,7,9,0,0,0,clear,29.52,33.335,0.58,15.001299999999999,74,110,184
fall,2011,7,10,0,0,0,clear,30.34,34.089999999999996,0.6,15.001299999999999,127,177,304
fall,2011,7,11,0,0,0,clear,31.16,34.85,0.55,19.0012,147,244,391
fall,2011,7,12,0,0,0,clear,31.16,34.85,0.55,19.0012,177,243,420
fall,2011,7,13,0,0,0,clear,32.800000000000004,37.12,0.49,19.999499999999998,200,272,472
fall,2011,7,14,0,0,0,clear,32.800000000000004,37.12,0.49,23.9994,168,262,430
fall,2011,7,15,0,0,0,clear,33.62,37.12,0.43,19.999499999999998,129,195,324
fall,2011,7,16,0,0,0,clear,32.800000000000004,36.364999999999995,0.46,19.999499999999998,129,188,317
fall,2011,7,17,0,0,0,clear,32.800000000000004,37.12,0.49,26.0027,133,236,369
fall,2011,7,18,0,0,0,clear,32.800000000000004,36.364999999999995,0.46,19.999499999999998,147,243,390
fall,2011,7,19,0,0,0,clear,31.16,34.85,0.55,19.0012,145,234,379
fall,2011,7,20,0,0,0,clear,31.16,35.605,0.58,16.997899999999998,85,177,262
fall,2011,7,21,0,0,0,clear,30.34,34.089999999999996,0.62,15.001299999999999,59,148,207
fall,2011,7,22,0,0,0,clear,29.52,34.089999999999996,0.66,15.001299999999999,65,116,181
fall,2011,7,23,0,0,0,clear,28.7,33.335,0.74,8.9981,39,54,93
fall,2011,7,0,0,1,1,clear,28.7,33.335,0.74,8.9981,21,30,51
fall,2011,7,1,0,1,1,clear,28.7,33.335,0.74,15.001299999999999,17,8,25
fall,2011,7,2,0,1,1,clear,27.060000000000002,30.305,0.83,15.001299999999999,2,8,10
fall,2011,7,3,0,1,1,clear,27.060000000000002,30.305,0.78,12.998,3,4,7
fall,2011,7,4,0,1,1,clear,26.240000000000002,29.544999999999998,0.78,11.0014,1,3,4
fall,2011,7,5,0,1,1,clear,26.240000000000002,29.544999999999998,0.78,7.0015,2,15,17
fall,2011,7,6,0,1,1,clear,26.240000000000002,28.79,0.83,7.0015,10,95,105
fall,2011,7,7,0,1,1,clear,27.880000000000003,31.819999999999997,0.74,15.001299999999999,22,255,277
fall,2011,7,8,0,1,1,clear,28.7,32.574999999999996,0.7,12.998,18,329,347
fall,2011,7,9,0,1,1,clear,30.34,34.85,0.67,15.001299999999999,33,170,203
fall,2011,7,10,0,1,1,clear,31.16,35.605,0.62,12.998,52,78,130
fall,2011,7,11,0,1,1,clear,32.800000000000004,37.88,0.55,6.0032,42,99,141
fall,2011,7,12,0,1,1,clear,32.800000000000004,38.635000000000005,0.59,12.998,39,126,165
fall,2011,7,13,0,1,1,clear,33.62,39.395,0.56,16.997899999999998,27,125,152
fall,2011,7,14,0,1,1,clear,33.62,39.395,0.56,22.0028,32,106,138
fall,2011,7,15,0,1,1,clear,34.44,40.15,0.53,22.0028,53,111,164
fall,2011,7,16,0,1,1,clear,34.44,40.15,0.53,19.0012,45,220,265
fall,2011,7,17,0,1,1,clear,34.44,39.395,0.49,22.0028,72,473,545
fall,2011,7,18,0,1,1,clear,33.62,38.635000000000005,0.49,23.9994,80,478,558
fall,2011,7,19,0,1,1,clear,32.800000000000004,37.88,0.55,15.001299999999999,63,335,398
fall,2011,7,20,0,1,1,clear,31.98,37.12,0.59,15.001299999999999,91,232,323
fall,2011,7,21,0,1,1,clear,30.34,34.85,0.66,12.998,48,154,202
fall,2011,7,22,0,1,1,clear,31.16,36.364999999999995,0.66,15.001299999999999,36,104,140
fall,2011,7,23,0,1,1,clear,30.34,34.85,0.66,11.0014,32,59,91
fall,2011,7,0,0,2,1,clear,30.34,34.85,0.66,7.0015,25,26,51
fall,2011,7,1,0,2,1,misty,30.34,34.85,0.66,8.9981,7,6,13
fall,2011,7,2,0,2,1,clear,29.52,34.089999999999996,0.7,11.0014,9,4,13
fall,2011,7,3,0,2,1,clear,29.52,34.089999999999996,0.7,11.0014,2,1,3
fall,2011,7,4,0,2,1,clear,29.52,34.089999999999996,0.7,8.9981,1,4,5
fall,2011,7,5,0,2,1,misty,28.7,33.335,0.74,7.0015,0,19,19
fall,2011,7,6,0,2,1,misty,29.52,34.85,0.74,7.0015,8,126,134
fall,2011,7,7,0,2,1,misty,30.34,34.85,0.7,11.0014,28,287,315
fall,2011,7,8,0,2,1,misty,31.16,36.364999999999995,0.7,11.0014,31,381,412
fall,2011,7,9,0,2,1,misty,32.800000000000004,39.395,0.63,8.9981,22,177,199
fall,2011,7,10,0,2,1,misty,33.62,39.395,0.56,11.0014,29,112,141
fall,2011,7,11,0,2,1,clear,33.62,40.15,0.59,0.0,29,98,127
fall,2011,7,12,0,2,1,clear,34.44,40.910000000000004,0.56,6.0032,26,127,153
fall,2011,7,13,0,2,1,clear,35.26,41.665,0.53,7.0015,33,139,172
fall,2011,7,14,0,2,1,clear,35.26,40.910000000000004,0.5,12.998,41,111,152
fall,2011,7,15,0,2,1,clear,36.08,40.910000000000004,0.44,12.998,48,110,158
fall,2011,7,16,0,2,1,clear,36.9,42.425000000000004,0.42,19.999499999999998,61,216,277
fall,2011,7,17,0,2,1,clear,32.800000000000004,40.15,0.66,0.0,68,445,513
fall,2011,7,18,0,2,1,clear,32.800000000000004,40.15,0.66,8.9981,80,450,530
fall,2011,7,19,0,2,1,clear,31.16,37.12,0.75,12.998,54,334,388
fall,2011,7,20,0,2,1,clear,30.34,36.364999999999995,0.74,6.0032,48,229,277
fall,2011,7,21,0,2,1,clear,30.34,35.605,0.74,8.9981,47,194,241
fall,2011,7,22,0,2,1,clear,30.34,35.605,0.74,0.0,36,120,156
fall,2011,7,23,0,2,1,rain,29.52,34.85,0.79,11.0014,19,73,92
fall,2011,7,0,0,3,1,clear,28.7,33.335,0.84,7.0015,11,29,40
fall,2011,7,1,0,3,1,clear,28.7,33.335,0.84,0.0,4,7,11
fall,2011,7,2,0,3,1,clear,28.7,33.335,0.84,0.0,2,7,9
fall,2011,7,3,0,3,1,clear,28.7,33.335,0.84,7.0015,2,4,6
fall,2011,7,4,0,3,1,clear,27.880000000000003,31.819999999999997,0.83,0.0,0,4,4
fall,2011,7,5,0,3,1,clear,27.880000000000003,31.819999999999997,0.83,7.0015,4,19,23
fall,2011,7,6,0,3,1,misty,27.880000000000003,31.819999999999997,0.89,7.0015,5,111,116
fall,2011,7,7,0,3,1,misty,28.7,33.335,0.84,7.0015,27,276,303
fall,2011,7,8,0,3,1,clear,30.34,35.605,0.74,0.0,34,404,438
fall,2011,7,9,0,3,1,clear,30.34,34.85,0.7,6.0032,28,181,209
fall,2011,7,10,0,3,1,clear,31.16,36.364999999999995,0.7,0.0,34,76,110
fall,2011,7,11,0,3,1,clear,32.800000000000004,39.395,0.63,6.0032,26,116,142
fall,2011,7,12,0,3,1,clear,33.62,40.15,0.59,0.0,28,121,149
fall,2011,7,13,0,3,1,clear,34.44,40.910000000000004,0.56,12.998,23,97,120
fall,2011,7,14,0,3,1,clear,35.26,41.665,0.53,15.001299999999999,44,83,127
fall,2011,7,15,0,3,1,clear,35.26,40.910000000000004,0.5,11.0014,36,102,138
fall,2011,7,16,0,3,1,clear,34.44,40.910000000000004,0.56,0.0,30,204,234
fall,2011,7,17,0,3,1,clear,34.44,41.665,0.59,12.998,50,405,455
fall,2011,7,18,0,3,1,clear,34.44,41.665,0.59,15.001299999999999,68,429,497
fall,2011,7,19,0,3,1,clear,33.62,42.425000000000004,0.67,11.0014,59,323,382
fall,2011,7,20,0,3,1,clear,32.800000000000004,41.665,0.75,15.001299999999999,45,264,309
fall,2011,7,21,0,3,1,clear,32.800000000000004,40.15,0.66,11.0014,33,209,242
fall,2011,7,22,0,3,1,clear,31.98,38.635000000000005,0.7,15.001299999999999,25,144,169
fall,2011,7,23,0,3,1,clear,31.16,37.12,0.75,16.997899999999998,26,73,99
fall,2011,7,0,0,4,1,misty,31.16,37.12,0.75,12.998,13,29,42
fall,2011,7,1,0,4,1,misty,30.34,36.364999999999995,0.84,15.001299999999999,5,16,21
fall,2011,7,2,0,4,1,misty,30.34,36.364999999999995,0.84,15.001299999999999,2,4,6
fall,2011,7,3,0,4,1,misty,30.34,35.605,0.79,8.9981,1,5,6
fall,2011,7,4,0,4,1,misty,29.52,35.605,0.84,7.0015,0,4,4
fall,2011,7,5,0,4,1,misty,29.52,35.605,0.84,7.0015,2,16,18
fall,2011,7,6,0,4,1,misty,29.52,35.605,0.84,7.0015,6,111,117
fall,2011,7,7,0,4,1,misty,30.34,36.364999999999995,0.84,8.9981,23,251,274
fall,2011,7,8,0,4,1,misty,31.16,37.88,0.79,11.0014,23,358,381
fall,2011,7,9,0,4,1,misty,32.800000000000004,40.910000000000004,0.75,16.997899999999998,34,166,200
fall,2011,7,10,0,4,1,misty,33.62,43.18,0.71,15.001299999999999,31,47,78
fall,2011,7,11,0,4,1,misty,35.26,44.695,0.63,19.999499999999998,27,79,106
fall,2011,7,12,0,4,1,clear,36.08,44.695,0.56,22.0028,29,106,135
fall,2011,7,13,0,4,1,clear,36.08,44.695,0.56,19.999499999999998,21,81,102
fall,2011,7,14,0,4,1,clear,36.9,44.695,0.5,23.9994,50,97,147
fall,2011,7,15,0,4,1,clear,36.9,46.21,0.53,16.997899999999998,40,93,133
fall,2011,7,16,0,4,1,clear,37.72,46.21,0.48,19.0012,43,167,210
fall,2011,7,17,0,4,1,clear,37.72,45.455,0.45,19.999499999999998,40,374,414
fall,2011,7,18,0,4,1,clear,36.9,44.695,0.5,19.0012,39,343,382
fall,2011,7,19,0,4,1,clear,35.26,46.21,0.67,19.0012,51,233,284
fall,2011,7,20,0,4,1,clear,34.44,44.695,0.71,15.001299999999999,38,199,237
fall,2011,7,21,0,4,1,clear,33.62,44.695,0.75,15.001299999999999,38,187,225
fall,2011,7,22,0,4,1,clear,33.62,43.18,0.71,11.0014,36,113,149
fall,2011,7,23,0,4,1,clear,32.800000000000004,40.910000000000004,0.71,11.0014,40,73,113
fall,2011,7,0,0,5,1,clear,33.62,41.665,0.63,8.9981,9,51,60
fall,2011,7,1,0,5,1,clear,32.800000000000004,39.395,0.63,0.0,7,17,24
fall,2011,7,2,0,5,1,clear,31.98,40.15,0.79,8.9981,0,14,14
fall,2011,7,3,0,5,1,clear,31.98,39.395,0.75,7.0015,1,6,7
fall,2011,7,4,0,5,1,clear,31.16,37.12,0.75,7.0015,8,5,13
fall,2011,7,5,0,5,1,clear,30.34,35.605,0.79,7.0015,2,17,19
fall,2011,7,6,0,5,1,clear,31.16,37.12,0.75,6.0032,13,83,96
fall,2011,7,7,0,5,1,misty,32.800000000000004,40.15,0.66,7.0015,20,232,252
fall,2011,7,8,0,5,1,misty,34.44,42.425000000000004,0.63,11.0014,30,292,322
fall,2011,7,9,0,5,1,clear,35.26,44.695,0.63,6.0032,31,177,208
fall,2011,7,10,0,5,1,clear,36.9,46.21,0.53,6.0032,32,83,115
fall,2011,7,11,0,5,1,clear,36.9,44.695,0.5,7.0015,23,86,109
fall,2011,7,12,0,5,1,clear,38.54,47.725,0.48,11.0014,20,95,115
fall,2011,7,13,0,5,1,clear,38.54,49.24,0.51,11.0014,25,98,123
fall,2011,7,14,0,5,1,clear,39.36,50.0,0.48,19.999499999999998,24,77,101
fall,2011,7,15,0,5,1,clear,38.54,49.24,0.51,19.999499999999998,32,101,133
fall,2011,7,16,0,5,1,rain,36.9,41.665,0.39,19.999499999999998,29,153,182
fall,2011,7,17,0,5,1,clear,36.08,42.425000000000004,0.47,7.0015,35,271,306
fall,2011,7,18,0,5,1,clear,36.9,40.910000000000004,0.37,11.0014,34,250,284
fall,2011,7,19,0,5,1,misty,35.26,39.395,0.41,7.0015,40,210,250
fall,2011,7,20,0,5,1,clear,34.44,40.910000000000004,0.56,0.0,46,166,212
fall,2011,7,21,0,5,1,clear,33.62,40.15,0.59,6.0032,38,152,190
fall,2011,7,22,0,5,1,misty,34.44,39.395,0.49,6.0032,44,105,149
fall,2011,7,23,0,5,1,clear,32.800000000000004,39.395,0.63,12.998,19,84,103
fall,2011,7,0,0,6,0,clear,33.62,39.395,0.56,0.0,16,85,101
fall,2011,7,1,0,6,0,clear,33.62,38.635000000000005,0.52,7.0015,13,57,70
fall,2011,7,2,0,6,0,clear,33.62,38.635000000000005,0.52,0.0,13,48,61
fall,2011,7,3,0,6,0,clear,31.98,37.88,0.66,6.0032,6,16,22
fall,2011,7,4,0,6,0,clear,31.16,36.364999999999995,0.66,7.0015,5,4,9
fall,2011,7,5,0,6,0,clear,31.16,35.605,0.62,8.9981,1,6,7
fall,2011,7,6,0,6,0,clear,32.800000000000004,37.12,0.52,8.9981,6,19,25
fall,2011,7,7,0,6,0,clear,32.800000000000004,37.12,0.52,7.0015,7,38,45
fall,2011,7,8,0,6,0,clear,34.44,39.395,0.49,16.997899999999998,24,85,109
fall,2011,7,9,0,6,0,clear,34.44,39.395,0.49,11.0014,30,102,132
fall,2011,7,10,0,6,0,clear,35.26,39.395,0.41,15.001299999999999,61,137,198
fall,2011,7,11,0,6,0,clear,36.9,40.910000000000004,0.37,12.998,62,154,216
fall,2011,7,12,0,6,0,clear,37.72,43.18,0.37,7.0015,71,164,235
fall,2011,7,13,0,6,0,clear,38.54,43.94,0.38,11.0014,78,167,245
fall,2011,7,14,0,6,0,clear,37.72,44.695,0.42,0.0,84,152,236
fall,2011,7,15,0,6,0,clear,38.54,43.94,0.38,0.0,78,137,215
fall,2011,7,16,0,6,0,clear,38.54,43.94,0.38,8.9981,70,151,221
fall,2011,7,17,0,6,0,clear,38.54,43.94,0.38,8.9981,70,127,197
fall,2011,7,18,0,6,0,clear,37.72,43.94,0.4,15.001299999999999,62,134,196
fall,2011,7,19,0,6,0,misty,33.62,40.15,0.59,8.9981,80,137,217
fall,2011,7,20,0,6,0,clear,33.62,40.15,0.59,15.001299999999999,47,98,145
fall,2011,7,21,0,6,0,clear,33.62,40.15,0.59,15.001299999999999,39,115,154
fall,2011,7,22,0,6,0,clear,32.800000000000004,38.635000000000005,0.59,12.998,37,88,125
fall,2011,7,23,0,6,0,clear,32.800000000000004,38.635000000000005,0.59,7.0015,27,77,104
fall,2011,7,0,0,0,0,clear,32.800000000000004,38.635000000000005,0.59,7.0015,42,77,119
fall,2011,7,1,0,0,0,clear,31.98,37.88,0.66,7.0015,33,63,96
fall,2011,7,2,0,0,0,clear,32.800000000000004,39.395,0.63,6.0032,12,48,60
fall,2011,7,3,0,0,0,clear,32.800000000000004,39.395,0.63,6.0032,17,20,37
fall,2011,7,4,0,0,0,clear,31.98,37.88,0.66,7.0015,1,5,6
fall,2011,7,5,0,0,0,clear,31.98,37.88,0.66,6.0032,5,3,8
fall,2011,7,6,0,0,0,misty,32.800000000000004,39.395,0.63,6.0032,9,13,22
fall,2011,7,7,0,0,0,clear,32.800000000000004,38.635000000000005,0.59,8.9981,6,29,35
fall,2011,7,8,0,0,0,clear,33.62,39.395,0.56,19.0012,22,82,104
fall,2011,7,9,0,0,0,clear,33.62,39.395,0.56,26.0027,42,112,154
fall,2011,7,10,0,0,0,clear,35.26,40.910000000000004,0.5,22.0028,61,165,226
fall,2011,7,11,0,0,0,clear,34.44,40.15,0.53,16.997899999999998,74,169,243
fall,2011,7,12,0,0,0,clear,36.9,43.18,0.45,11.0014,85,161,246
fall,2011,7,13,0,0,0,clear,35.26,40.15,0.47,15.001299999999999,90,162,252
fall,2011,7,14,0,0,0,clear,35.26,40.910000000000004,0.5,19.0012,79,204,283
fall,2011,7,15,0,0,0,clear,36.9,42.425000000000004,0.42,16.997899999999998,68,170,238
fall,2011,7,16,0,0,0,clear,36.9,42.425000000000004,0.42,16.997899999999998,62,187,249
fall,2011,7,17,0,0,0,clear,36.9,41.665,0.39,7.0015,75,174,249
fall,2011,7,18,0,0,0,clear,36.08,40.910000000000004,0.42,11.0014,67,176,243
fall,2011,7,19,0,0,0,clear,35.26,40.15,0.47,11.0014,70,170,240
fall,2011,7,20,0,0,0,clear,34.44,39.395,0.49,11.0014,52,143,195
fall,2011,7,21,0,0,0,clear,32.800000000000004,39.395,0.63,8.9981,42,111,153
fall,2011,7,22,0,0,0,clear,31.98,37.88,0.66,0.0,23,75,98
fall,2011,7,23,0,0,0,misty,31.16,36.364999999999995,0.7,6.0032,13,37,50
fall,2011,7,0,0,1,1,misty,31.16,36.364999999999995,0.7,0.0,17,17,34
fall,2011,7,1,0,1,1,misty,31.16,37.12,0.75,6.0032,4,8,12
fall,2011,7,2,0,1,1,misty,30.34,35.605,0.79,6.0032,3,3,6
fall,2011,7,3,0,1,1,clear,30.34,35.605,0.79,0.0,2,2,4
fall,2011,7,4,0,1,1,clear,29.52,35.605,0.84,6.0032,0,6,6
fall,2011,7,5,0,1,1,clear,29.52,35.605,0.84,6.0032,2,22,24
fall,2011,7,6,0,1,1,misty,29.52,35.605,0.84,6.0032,7,100,107
fall,2011,7,7,0,1,1,misty,30.34,35.605,0.79,0.0,20,257,277
fall,2011,7,8,0,1,1,misty,31.16,37.12,0.75,0.0,34,353,387
fall,2011,7,9,0,1,1,clear,32.800000000000004,40.15,0.66,0.0,11,124,135
fall,2011,7,10,0,1,1,clear,33.62,40.15,0.59,0.0,30,54,84
fall,2011,7,11,0,1,1,misty,34.44,41.665,0.59,12.998,24,83,107
fall,2011,7,12,0,1,1,misty,34.44,41.665,0.59,12.998,17,50,67
fall,2011,7,13,0,1,1,misty,30.34,35.605,0.74,8.9981,14,64,78
fall,2011,7,14,0,1,1,misty,29.52,34.85,0.79,12.998,28,62,90
fall,2011,7,15,0,1,1,clear,28.7,33.335,0.84,26.0027,16,96,112
fall,2011,7,16,0,1,1,clear,28.7,33.335,0.84,15.001299999999999,37,161,198
fall,2011,7,17,0,1,1,clear,29.52,34.85,0.74,0.0,48,437,485
fall,2011,7,18,0,1,1,clear,30.34,35.605,0.74,6.0032,60,473,533
fall,2011,7,19,0,1,1,clear,30.34,34.85,0.7,6.0032,62,324,386
fall,2011,7,20,0,1,1,clear,29.52,34.85,0.74,8.9981,55,247,302
fall,2011,7,21,0,1,1,clear,28.7,33.335,0.84,0.0,41,153,194
fall,2011,7,22,0,1,1,clear,28.7,33.335,0.84,0.0,13,112,125
fall,2011,7,23,0,1,1,clear,28.7,33.335,0.84,6.0032,23,64,87
fall,2011,7,0,0,2,1,clear,28.7,33.335,0.79,7.0015,8,20,28
fall,2011,7,1,0,2,1,clear,28.7,33.335,0.79,7.0015,6,6,12
fall,2011,7,2,0,2,1,clear,27.880000000000003,31.819999999999997,0.89,7.0015,1,6,7
fall,2011,7,3,0,2,1,clear,27.880000000000003,31.819999999999997,0.89,8.9981,2,2,4
fall,2011,7,4,0,2,1,clear,27.880000000000003,31.819999999999997,0.88,11.0014,0,6,6
fall,2011,7,5,0,2,1,clear,27.060000000000002,29.544999999999998,0.89,6.0032,3,24,27
fall,2011,7,6,0,2,1,clear,27.880000000000003,31.819999999999997,0.83,15.001299999999999,2,108,110
fall,2011,7,7,0,2,1,clear,29.52,34.089999999999996,0.66,19.0012,30,288,318
fall,2011,7,8,0,2,1,clear,30.34,34.089999999999996,0.55,12.998,32,392,424
fall,2011,7,9,0,2,1,clear,31.16,34.089999999999996,0.4,15.001299999999999,25,162,187
fall,2011,7,10,0,2,1,clear,32.800000000000004,34.85,0.31,15.001299999999999,42,96,138
fall,2011,7,11,0,2,1,clear,33.62,35.605,0.3,0.0,49,102,151
fall,2011,7,12,0,2,1,clear,34.44,36.364999999999995,0.28,0.0,25,122,147
fall,2011,7,13,0,2,1,clear,34.44,36.364999999999995,0.32,19.999499999999998,43,139,182
fall,2011,7,14,0,2,1,clear,35.26,37.12,0.3,19.0012,46,101,147
fall,2011,7,15,0,2,1,clear,36.08,37.88,0.28,22.0028,49,114,163
fall,2011,7,16,0,2,1,clear,35.26,37.88,0.36,19.0012,41,213,254
fall,2011,7,17,0,2,1,clear,35.26,37.88,0.36,23.9994,72,465,537
fall,2011,7,18,0,2,1,clear,34.44,37.12,0.39,26.0027,68,478,546
fall,2011,7,19,0,2,1,clear,33.62,37.12,0.43,19.999499999999998,69,329,398
fall,2011,7,20,0,2,1,clear,32.800000000000004,36.364999999999995,0.46,16.997899999999998,47,243,290
fall,2011,7,21,0,2,1,clear,31.98,35.605,0.49,15.001299999999999,45,222,267
fall,2011,7,22,0,2,1,clear,31.16,34.85,0.55,8.9981,27,131,158
fall,2011,7,23,0,2,1,clear,31.16,35.605,0.58,7.0015,18,71,89
fall,2011,7,0,0,3,1,misty,31.98,35.605,0.52,11.0014,19,26,45
fall,2011,7,1,0,3,1,clear,31.98,35.605,0.49,12.998,1,9,10
fall,2011,7,2,0,3,1,clear,31.16,34.85,0.52,19.999499999999998,1,5,6
fall,2011,7,3,0,3,1,clear,29.52,33.335,0.58,11.0014,0,4,4
fall,2011,7,4,0,3,1,clear,29.52,33.335,0.51,12.998,1,3,4
fall,2011,7,5,0,3,1,clear,28.7,32.574999999999996,0.54,19.0012,0,18,18
fall,2011,7,6,0,3,1,clear,28.7,32.574999999999996,0.54,15.001299999999999,4,119,123
fall,2011,7,7,0,3,1,clear,29.52,33.335,0.48,16.997899999999998,34,313,347
fall,2011,7,8,0,3,1,clear,30.34,33.335,0.42,16.997899999999998,28,405,433
fall,2011,7,9,0,3,1,clear,31.16,33.335,0.35,16.997899999999998,27,189,216
fall,2011,7,10,0,3,1,clear,31.98,34.089999999999996,0.33,0.0,32,82,114
fall,2011,7,11,0,3,1,clear,32.800000000000004,34.85,0.31,0.0,42,94,136
fall,2011,7,12,0,3,1,clear,33.62,35.605,0.3,19.0012,37,132,169
fall,2011,7,13,0,3,1,clear,34.44,36.364999999999995,0.3,23.9994,29,151,180
fall,2011,7,14,0,3,1,clear,34.44,36.364999999999995,0.28,15.001299999999999,20,107,127
fall,2011,7,15,0,3,1,clear,35.26,37.12,0.26,16.997899999999998,37,103,140
fall,2011,7,16,0,3,1,clear,35.26,36.364999999999995,0.25,11.0014,40,228,268
fall,2011,7,17,0,3,1,clear,34.44,35.605,0.26,15.001299999999999,81,491,572
fall,2011,7,18,0,3,1,clear,33.62,35.605,0.28,7.0015,78,463,541
fall,2011,7,19,0,3,1,clear,32.800000000000004,34.85,0.29,6.0032,87,288,375
fall,2011,7,20,0,3,1,clear,31.16,34.089999999999996,0.45,15.001299999999999,55,239,294
fall,2011,7,21,0,3,1,clear,30.34,33.335,0.48,7.0015,49,196,245
fall,2011,7,22,0,3,1,clear,29.52,33.335,0.48,0.0,37,143,180
fall,2011,7,23,0,3,1,clear,30.34,33.335,0.45,6.0032,16,93,109
fall,2011,7,0,0,4,1,clear,28.7,32.574999999999996,0.51,8.9981,14,31,45
fall,2011,7,1,0,4,1,clear,29.52,33.335,0.51,0.0,3,26,29
fall,2011,7,2,0,4,1,clear,29.52,33.335,0.54,7.0015,2,5,7
fall,2011,7,3,0,4,1,clear,29.52,33.335,0.54,0.0,0,5,5
fall,2011,7,4,0,4,1,clear,28.7,32.574999999999996,0.61,7.0015,0,6,6
fall,2011,7,5,0,4,1,clear,28.7,32.574999999999996,0.65,7.0015,1,26,27
fall,2011,7,6,0,4,1,clear,28.7,32.574999999999996,0.7,6.0032,6,110,116
fall,2011,7,7,0,4,1,clear,29.52,34.089999999999996,0.7,11.0014,27,278,305
fall,2011,7,8,0,4,1,clear,30.34,34.85,0.66,11.0014,47,409,456
fall,2011,7,9,0,4,1,clear,31.98,37.12,0.59,12.998,21,189,210
fall,2011,7,10,0,4,1,clear,32.800000000000004,37.88,0.55,19.0012,30,86,116
fall,2011,7,11,0,4,1,clear,34.44,40.910000000000004,0.56,19.0012,41,113,154
fall,2011,7,12,0,4,1,clear,34.44,40.15,0.53,16.997899999999998,35,151,186
fall,2011,7,13,0,4,1,clear,35.26,40.15,0.47,16.997899999999998,26,126,152
fall,2011,7,14,0,4,1,misty,34.44,39.395,0.49,16.997899999999998,27,111,138
fall,2011,7,15,0,4,1,clear,35.26,40.910000000000004,0.5,12.998,22,124,146
fall,2011,7,16,0,4,1,clear,35.26,40.15,0.47,11.0014,42,214,256
fall,2011,7,17,0,4,1,clear,34.44,40.15,0.53,12.998,45,423,468
fall,2011,7,18,0,4,1,clear,34.44,40.910000000000004,0.56,15.001299999999999,55,428,483
fall,2011,7,19,0,4,1,clear,33.62,40.15,0.59,12.998,37,285,322
